"HUTB-004668         ",21,,"Alcalà de Guadaira, 10, 1r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8020
"HUTB-010693         ",77,,"Alcalà de Guadaira, 23, 6è. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8020
"HUTB-003658         ",24,,"Alcanar, 22, bxs 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8003
"HUTB-008239         ",82,,"Alcolea, 19, 1r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-008543         ",62,,"Alcolea, 19, 2n. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-010694         ",72,,"Alcúdia, 28-30, 1r. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8016
"HUTB-005858         ",75,,"Aldana, 12, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8015
"HUTB-003659         ",90,,"Aldana, 3, 2n. 5a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8015
"HUTB-005944         ",93,,"Aldana, 9, 8è. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8015
"HUTB-005061         ",21,,"Aldea, 16, bxs","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8023
"HUTB-011978         ",0,,"Alfons El Magnanim, 71, 10è. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8019
"HUTB-012869         ",18,,"Alfons El Magnanim, 77B, 7è. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8019
"HUTB-012870         ",86,,"Alfons El Magnanim, 77B, 7è. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8019
"HUTB-006861         ",82,,"Alguer, 36, bxs","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8032
"HUTB-011979         ",44,,"Alí-Bei, 12, pral 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-009572         ",64,,"Ali-Bei, 22, 3r. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-009574         ",66,,"Ali-Bei, 27, pral 1B","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-003666         ",72,,"Alí-Bei, 29, 1r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-003663         ",75,,"Ali-Bei, 29, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-003661         ",69,,"Ali-Bei, 29, 2n. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-003667         ",2,,"Alí-Bei, 29, 2n. 4a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-003662         ",68,,"Ali-Bei, 29, 3r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-003664         ",70,,"Alí-Bei, 29, 3r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-003668         ",74,,"Alí-Bei, 29, 5è. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-003665         ",93,,"Alí-Bei, 29, àtic 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-007933         ",8,,"Ali-Bei, 37, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8010
"HUTB-008554         ",90,,"Ali-Bei, 38, ent 4a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8013
"HUTB-009578         ",70,,"Ali-Bei, 38, ent 4a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8013
"HUTB-009001         ",30,,"Ali-Bei, 57, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8013
"HUTB-009580         ",7,,"Ali-Bei, 57, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8013
"HUTB-004553         ",26,,"Ali-Bei, 57, 3r. 4a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8013
"HUTB-007934         ",3,,"Aliga, 28, 1r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-007936         ",5,,"Aliga, 28, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-007937         ",11,,"Aliga, 28, 2n. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-007938         ",7,,"Aliga, 28, àtic","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-007939         ",17,,"Aliga, 28, pral 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-007935         ",5,,"Aliga, 28, pral 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-010695         ",16,,"Àliga, 6, ent 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-005588         ",4,,"Almeria, 30, 2n. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-012871         ",89,,"Almogavers, 148, 4t. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-003678         ",84,,"Almogavers, 54, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-003679         ",11,,"Almogavers, 54, 2n. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-004155         ",86,,"Almogàvers, 56, 2n. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-008555         ",2,,"Almogàvers, 56, 4t. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-003680         ",86,,"Almogavers, 56, 5è. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-003681         ",89,,"Almogavers, 56, 5è. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-003682         ",88,,"Almogavers, 58, 2n. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-003677         ",5,,"Almogavers, 6, ent 4a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8018
"HUTB-011089         ",84,,"Alpens, 6, 1r.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-011090         ",12,,"Alpens, 6, 2n.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-011091         ",15,,"Alpens, 6, 3r.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-011092         ",14,,"Alpens, 6, 4t.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-011093         ",21,,"Alpens, 6, bxs","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-003683         ",95,,"Alsina, 1, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8002
"HUTB-003685         ",2,,"Alt de Gironella, 40, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8017
"HUTB-003684         ",90,,"Alt de Gironella, 5, 3r. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8017
"HUTB-010697         ",22,,"Alts Forns, 27, escala B, 4t. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8038
"HUTB-003686         ",92,,"Alzina, 26, 1r.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8030
"HUTB-008556         ",92,,"Alzina, 34, bxs","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8024
"HUTB-002418         ",22,,"Amargós, 17, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8002
"HUTB-009002         ",29,,"America, 22, 2n.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8041
"HUTB-003687         ",8,,"Amigó, 14, 2n. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8021
"HUTB-003688         ",94,,"Amilcar, 150, 3r. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8032
"HUTB-012872         ",88,,"Amilcar, 166, bxs","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8032
"HUTB-004156         ",81,,"Amistat, 16 bis, 1r. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-005062         ",20,,"Amistat, 22, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003692         ",41,,"Amistat, 44, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003699         ",29,,"Amistat, 44, 1r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003698         ",47,,"Amistat, 44, 1r. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003691         ",42,,"Amistat, 44, 1r. 4a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003700         ",40,,"Amistat, 44, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003697         ",23,,"Amistat, 44, 2n. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003695         ",17,,"Amistat, 44, 3r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003696         ",45,,"Amistat, 44, 3r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003694         ",43,,"Amistat, 44, 4t. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003693         ",48,,"Amistat, 44, 4t. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003689         ",14,,"Amistat, 44, bxs 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003690         ",39,,"Amistat, 44, bxs 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-013102         ",10,,"Ample, 42, 1r. B","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8002
"HUTB-013101         ",11,,"Ample, 42, pral B","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8002
"HUTB-007048         ",89,,"Amposta, 1, 4t. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8004
"HUTB-007940         ",46,,"Amposta, 1, 5è. 6a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8004
"HUTB-010699         ",28,,"Amposta, 20, bxs","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8004
"HUTB-003701         ",43,,"Amposta, 20, pral 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8004
"HUTB-003702         ",42,,"Amposta, 26, 2n. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8004
"HUTB-010746         ",18,,"Andrade, 116, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8020
"HUTB-007247         ",18,,"Andrade, 249-251, 5è. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8020
"HUTB-003703         ",49,,"Andrade, 80-82, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8020
"HUTB-012873         ",95,,"Andrade, 88, 3r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8020
"HUTB-010747         ",44,,"Àngels Garriga, 4, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8020
"HUTB-003704         ",44,,"Anglesola, 13, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-004878         ",2,,"Anna Piferrer, 16, port 6","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8023
"HUTB-008558         ",94,,"Annibal, 5-7, 4t. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8004
"HUTB-012655         ",63,,"Antoni de Campmany, 81-83 B, ent 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8028
"HUTB-003705         ",27,,"Antoni de Capmany, 76, 1r. 4a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8014
"HUTB-003706         ",46,,"Anvers, 3","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8005
"HUTB-003707         ",33,"Luxury House Near Beach","Anvers, 7","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC","ester.gil@interhome.com",934090523,8005
"HUTB-005490         ",67,,"Aragó, 100, 4t. 3a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8015
"HUTB-006361         ",85,,"Arago, 11, àtic A","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8015
"HUTB-006713         ",52,,"Aragó, 116, sat 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8015
"HUTB-003785         ",51,,"Arago, 130, 1r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003786         ",29,,"Arago, 130, 1r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003787         ",57,,"Arago, 130, 2n. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003781         ",26,,"Arago, 130, 2n. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003782         ",25,,"Arago, 130, 3r. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003783         ",32,,"Arago, 130, 3r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003784         ",27,,"Arago, 130, 4t. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003788         ",31,,"Arago, 130, 4t. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003789         ",63,,"Arago, 130, 5è. 1a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003790         ",88,,"Arago, 130, 5è. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-007941         ",49,,"Arago, 140, 3r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-006296         ",92,,"Arago, 147, 3r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-004670         ",31,,"Aragó, 151, 2n.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-004669         ",60,,"Arago, 151, pral","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003727         ",39,,"Arago, 155, 1r.  C","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003728         ",68,,"Arago, 155, 1r.  D","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003729         ",45,,"Arago, 155, 2n.  C","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003730         ",33,,"Arago, 155, 2n.  D","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003731         ",36,,"Arago, 155, 3r.  C","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003732         ",35,,"Arago, 155, 3r.  D","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003733         ",42,,"Arago, 155, 4t.  C","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003734         ",37,,"Arago, 155, 4t.  D","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003736         ",39,,"Arago, 155, 5è.  D","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-003735         ",54,,"Arago, 155, 5è. C","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
"HUTB-010748         ",20,,"Aragó, 156, 3r. 2a.","Barcelona","Barcelonès","BARCELONA","HAB. ÚS TURÍSTIC",,,8011
