EXPEDIENT;DISTRICTE;BARRI;TIPUS_CARRER;CARRER;TIPUS_NUM;NUM1;LLETRA1;NUM2;LLETRA2;BLOC;PORTAL;ESCALA;PIS;PORTA
07-2014-0215;Horta-Guinardó;el Carmel;C;CALDERON DE LA BARCA;1;123;;;;;;;2;
07-2014-0096;Horta-Guinardó;el Carmel;C;CALDERON DE LA BARCA;1;123;;;;;;;AT;
01-2012-0705;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CALDERS;2;4;;;;;;;05;
01-2013-0556;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CALDERS;1;5;;;;;;;02;
01-2013-0557;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CALDERS;1;5;;;;;;;03;
01-2013-0558;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CALDERS;1;5;;;;;;;04;
03-2013-0762;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;8;;;;;;;03;1
03-2013-0181;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;8;;;;;;;AT;
03-2014-0118;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;8;;;;;;;EN;
03-2012-0093;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;20;;;;;;;01;1
03-2012-0090;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;20;;;;;;;01;2
03-2012-0091;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;20;;;;;;;02;1
03-2012-0092;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;20;;;;;;;02;2
03-2012-0088;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;20;;;;;;;BJ;1
03-2012-0094;Sants-Montjuïc;Hostafrancs;C;CALLAO;2;20;;;;;;;BJ;2
10-2013-0722;Sant Martí;el Poblenou;PG;CALVELL;1;13;;;;;;;02;2
10-2013-0198;Sant Martí;el Poblenou;PG;CALVELL;1;15;;;;;;;BJ;2
10-2014-0131;Sant Martí;el Poblenou;PG;CALVELL;1;27;;29;;;;;BJ;1
10-2014-0567;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;01;1
10-2013-0482;Sant Martí;el Poblenou;PG;CALVELL;1;45;D;;;;;5;01;1
10-2014-0537;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;01;1
10-2014-0539;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;01;2
10-2014-0568;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;01;2
10-2014-0243;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;01;2
10-2014-0540;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;01;3
10-2013-0083;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;01;3
10-2013-0477;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;01;3
10-2014-0569;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;01;3
10-2014-0570;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;01;4
10-2013-0098;Sant Martí;el Poblenou;PG;CALVELL;1;45;C;;;;;4;02;1
10-2014-0244;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;02;1
10-2013-0108;Sant Martí;el Poblenou;PG;CALVELL;1;45;D;;;;;5;02;1
10-2013-0099;Sant Martí;el Poblenou;PG;CALVELL;1;45;C;;;;;4;02;2
10-2013-0109;Sant Martí;el Poblenou;PG;CALVELL;1;45;D;;;;;5;02;2
10-2013-0110;Sant Martí;el Poblenou;PG;CALVELL;1;45;D;;;;;5;02;3
10-2013-0100;Sant Martí;el Poblenou;PG;CALVELL;1;45;C;;;;;4;02;3
10-2014-0245;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;02;3
10-2013-0101;Sant Martí;el Poblenou;PG;CALVELL;1;45;C;;;;;4;02;4
10-2013-0102;Sant Martí;el Poblenou;PG;CALVELL;1;45;C;;;;;4;02;5
10-2014-0555;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;03;1
10-2014-0521;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;03;1
10-2013-0105;Sant Martí;el Poblenou;PG;CALVELL;1;45;B;;;;;3;03;1
10-2010-0480;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;2;03;1
10-2014-0523;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;03;2
10-2013-0106;Sant Martí;el Poblenou;PG;CALVELL;1;45;B;;;;;3;03;2
10-2010-0491;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;2;03;2
10-2014-0558;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;03;2
10-2014-0560;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;03;3
10-2013-0107;Sant Martí;el Poblenou;PG;CALVELL;1;45;B;;;;;3;03;3
10-2014-0525;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;03;3
10-2010-0490;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;2;03;3
10-2014-0562;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;03;4
10-2010-0488;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;2;03;4
10-2014-0563;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;03;5
10-2010-0487;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;2;03;5
10-2010-0482;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;2;03;6
10-2014-0497;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;04;1
10-2014-0496;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;04;1
10-2014-0542;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;04;1
10-2013-0479;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;04;1
10-2014-0571;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;04;2
10-2014-0544;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;04;2
10-2013-0480;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;04;2
10-2014-0564;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;04;2
10-2013-0478;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;04;3
10-2014-0546;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;04;3
10-2014-0572;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;04;3
10-2014-0573;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;04;4
10-2014-0565;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;04;5
10-2014-0574;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;04;5
10-2014-0575;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;04;6
10-2014-0577;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;05;1
10-2014-0548;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;05;1
10-2013-0481;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;05;1
10-2014-0551;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;05;2
10-2014-0578;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;A;05;2
10-2014-0242;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;05;2
10-2014-0553;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;05;3
10-2014-0241;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;05;3
10-2011-0215;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;06;1
10-2014-0533;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;06;1
10-2013-0103;Sant Martí;el Poblenou;PG;CALVELL;1;45;A;;;;;2;06;1
10-2014-0527;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;06;1
10-2014-0529;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;06;2
10-2014-0566;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;C;06;2
10-2013-0104;Sant Martí;el Poblenou;PG;CALVELL;1;45;A;;;;;2;06;2
10-2011-0217;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;06;2
10-2011-0219;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;06;3
10-2014-0531;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;D;06;3
10-2010-0479;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;5;07;1
10-2010-0483;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;5;07;2
10-2010-0481;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;5;07;3
10-2014-0535;Sant Martí;el Poblenou;PG;CALVELL;1;45;;;;;;B;BJ;1
05-2013-0319;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;15;;;;;;;02;1
05-2012-0511;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;15;;;;;;;PR;2
05-2012-0413;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;2;16;;;A;;;;04;2
05-2012-0626;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;01;3
05-2008-0141;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;01;4
05-2012-0628;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;02;1
05-2008-0144;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;03;2
05-2008-0143;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;03;3
05-2013-0571;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;03;4
05-2012-0629;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;04;4
05-2012-0353;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;05;1
05-2012-0354;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;05;2
05-2012-0356;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;05;3
05-2012-0355;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;05;4
05-2013-0084;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;06;2
05-2012-0630;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;06;3
05-2012-0357;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;06;4
05-2013-0086;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;07;1
05-2008-0142;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;07;2
05-2013-0221;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;08;1
05-2013-0220;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;08;2
05-2013-0222;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;08;3
05-2013-0085;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CALVET;1;17;;;;;;;08;4
06-2012-0329;Gràcia;la Salut;C;CAMELIES;1;39;;;;;;B;EN;3
07-2014-0165;Horta-Guinardó;el Baix Guinardó;C;CAMELIES;1;67;;;;;;;3;2
07-2013-0200;Horta-Guinardó;el Baix Guinardó;C;CAMELIES;1;71;;;;;;;3;1
07-2014-0344;Horta-Guinardó;el Baix Guinardó;C;CAMELIES;1;99;;;;;;;3;3
07-2014-0263;Horta-Guinardó;la Font d'en Fargues;C;CAMIL OLIVERAS;2;42;;;;;;;;
10-2013-0181;Sant Martí;el Poblenou;PTGE;CAMINAL;2;10;;;;;;;BJ;
05-2009-0402;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;PL;CAMP;1;3;;;;;;;01;2
05-2014-0440;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;C;CAMP;2;52;;56;;;;;03;3
05-2014-0397;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;C;CAMP;1;77;;;;;;;02;A
05-2014-0396;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;C;CAMP;1;77;;;;;;;02;B
05-2014-0538;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;C;CAMP;1;77;;;;;;;BJ;
10-2014-0865;Sant Martí;la Verneda i la Pau;C;CAMP ARRIASSA;1;61;;;;;;;03;1
10-2014-0678;Sant Martí;la Verneda i la Pau;C;CAMP ARRIASSA;1;73;;;;;;;BJ;
06-2014-0191;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;01;1
06-2014-0186;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;01;2
06-2014-0140;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;01;3
06-2014-0189;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;01;4
06-2014-0190;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;02;1
06-2014-0188;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;02;2
06-2014-0187;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;02;3
06-2014-0192;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;02;4
06-2014-0139;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;BJ;1
06-2014-0138;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;PR;1
06-2014-0194;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;PR;2
06-2014-0195;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;PR;3
06-2014-0193;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;23;;;;;;;PR;4
06-2013-0567;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;27;;;;;;;02;1
06-2013-0568;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;27;;;;;;;03;1
06-2013-0560;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;27;;;;;;;BJ;1
06-2013-0561;Gràcia;la Vila de Gràcia;C;CAMPRODON;1;27;;;;;;;BJ;2
07-2014-0121;Horta-Guinardó;Can Baró;AV;CAN BARO;1;3;;;;;;;1;2
07-2014-0161;Horta-Guinardó;Can Baró;AV;CAN BARO;1;3;;;;;;;1;3
07-2014-0120;Horta-Guinardó;Can Baró;AV;CAN BARO;1;3;;;;;;;1;4
07-2012-0231;Horta-Guinardó;Can Baró;AV;CAN BARO;1;3;;;;;;;PR;2
07-2013-0168;Horta-Guinardó;Can Baró;AV;CAN BARO;2;22;;;;;;;3;1
04-2014-0145;Les Corts;les Corts;C;CAN BRUIXA;2;18;;;;;;;02;1
03-2014-0777;Sants-Montjuïc;Sants;C;CANALEJAS;1;7;;;;;;;01;
06-2013-0431;Gràcia;la Vila de Gràcia;C;CANO;1;3;;;;;;;01;3
06-2012-0246;Gràcia;la Vila de Gràcia;C;CANO;1;3;;;;;;;BJ;3
10-2014-0933;Sant Martí;Sant Martí de Provençals;C;CANTABRIA;1;23;A;;;;;;03;B
01-2013-0961;Ciutat Vella;el Barri Gòtic;C;CANUDA;1;9;;;;;;;01;
01-2013-0964;Ciutat Vella;el Barri Gòtic;C;CANUDA;1;9;;;;;;;02;
01-2013-0963;Ciutat Vella;el Barri Gòtic;C;CANUDA;1;9;;;;;;;03;
01-2013-0962;Ciutat Vella;el Barri Gòtic;C;CANUDA;1;9;;;;;;;04;
01-2014-0049;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CANVIS NOUS;1;15;;;;;;;01;2
01-2013-0663;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CANVIS VELLS;1;7;;;;;;;01;
05-2014-0248;Sarrià-Sant Gervasi;Sarrià;C;CAPITA ARENAS;2;58;;;;;;;05;3
05-2010-0435;Sarrià-Sant Gervasi;Sarrià;C;CAPITA ARENAS;2;60;;;;;;;02;3
04-2014-0158;Les Corts;la Maternitat i Sant Ramon;C;CARDENAL REIG;2;4;;;;;;;EN;4
04-2008-0243;Les Corts;la Maternitat i Sant Ramon;C;CARDENAL REIG;2;40;;;;;;;03;
04-2008-0242;Les Corts;la Maternitat i Sant Ramon;C;CARDENAL REIG;2;40;;;;;;;04;
01-2012-0629;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CARDERS;1;23;;;;;;;01;2
01-2013-0779;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CARDERS;2;34;;;;;;;01;
01-2013-0778;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CARDERS;2;34;;;;;;;02;
01-2013-0781;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CARDERS;2;34;;;;;;;03;
01-2013-0780;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CARDERS;2;34;;;;;;;04;
01-2013-0866;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;CARDERS;2;34;;;;;;;EN;
05-2013-0557;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;PL;CARDONA;1;9;;;;;;;01;2
04-2013-0342;Les Corts;la Maternitat i Sant Ramon;G.V.;CARLES III;1;63;B;;;;;;AT;1
01-2013-0427;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;01;1
01-2013-0428;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;01;2
01-2013-0429;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;01;3
01-2013-0431;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;01;4
01-2013-0432;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;02;1
01-2013-0433;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;02;2
01-2013-0434;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;02;3
01-2013-0435;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;02;4
01-2013-0436;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;03;1
01-2013-0437;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;03;2
01-2013-0438;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;03;3
01-2013-0439;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;03;4
01-2013-0423;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;PR;1
01-2013-0424;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;PR;2
01-2013-0425;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;PR;3
01-2013-0426;Ciutat Vella;el Raval;C;CARME;2;10;;;;;;;PR;4
01-2012-0602;Ciutat Vella;el Raval;C;CARME;1;69;;;;;;;05;1
01-2013-0447;Ciutat Vella;el Raval;C;CARME;1;97;;;;;;;02;3
06-2014-0306;Gràcia;la Vila de Gràcia;C;CAROLINES;1;17;;;;;;;01;
03-2010-0302;Sants-Montjuïc;el Poble Sec;C;CARRERA;2;8;;10;;;;;02;2
03-2014-0848;Sants-Montjuïc;Sants - Badal;C;CARRERAS I CANDI;2;10;;;;;;;05;2
03-2009-0150;Sants-Montjuïc;Sants - Badal;C;CARRERAS I CANDI;1;19;;;;;;;04;2
03-2014-0628;Sants-Montjuïc;Sants - Badal;C;CARRERAS I CANDI;2;22;;;;;;;03;3
01-2013-0029;Ciutat Vella;el Raval;C;CARRETES;1;1;;;;;;;02;1
03-2013-0066;Sants-Montjuïc;la Bordeta;AV;CARRILET;2;16;A;;;;;A;EN;2
02-2012-1444;Eixample;la Sagrada Família;C;CARTAGENA;1;209;;;;;;;01;1
02-2014-1502;Eixample;la Sagrada Família;C;CARTAGENA;1;221;;;;;;;01;1
02-2009-0759;Eixample;la Sagrada Família;C;CARTAGENA;1;227;;;;;;;05;
02-2012-0494;Eixample;la Sagrada Família;C;CARTAGENA;2;242;;;;;;;01;
02-2012-0977;Eixample;la Sagrada Família;C;CARTAGENA;1;247;;;;;;;AT;3
02-2011-0385;Eixample;la Sagrada Família;C;CARTAGENA;2;264;;;;;;;03;4
02-2013-1138;Eixample;la Sagrada Família;C;CARTAGENA;2;264;;;;;;;PR;3
02-2014-2129;Eixample;la Sagrada Família;C;CARTAGENA;1;269;;;;;;;02;1
02-2013-1065;Eixample;la Sagrada Família;C;CARTAGENA;1;269;;;;;;;06;3
02-2014-1491;Eixample;la Sagrada Família;C;CARTAGENA;1;271;;;;;;;01;1
02-2014-0081;Eixample;la Sagrada Família;C;CARTAGENA;1;299;;;;;;;02;2
02-2011-1010;Eixample;la Sagrada Família;C;CARTAGENA;2;302;;;;;;;01;2
02-2009-0964;Eixample;la Sagrada Família;C;CARTAGENA;2;302;;;;;;;04;1
02-2013-0098;Eixample;la Sagrada Família;C;CARTAGENA;2;314;;316;;;;;06;3
02-2013-1388;Eixample;la Sagrada Família;C;CARTAGENA;1;315;;;;;;;PR;3
02-2013-1348;Eixample;la Sagrada Família;C;CARTAGENA;2;324;;;;;;;PR;3
07-2014-0073;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;327;;;;;;;AT;03
02-2012-0325;Eixample;la Sagrada Família;C;CARTAGENA;2;330;;;;;;;02;2
07-2014-0171;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;335;;;;;;;BJ;IN
07-2014-0148;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;339;;;;;;;01;04
07-2014-0151;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;339;;;;;;;3;2
07-2014-0153;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;339;;;;;;;AT;01
07-2012-0258;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;339;;;;;;;BJ;4
07-2014-0149;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;339;;;;;;;PR;02
07-2013-0111;Horta-Guinardó;el Baix Guinardó;C;CARTAGENA;1;385;;;;;;;2;4
08-2014-0145;Nou Barris;Vilapicina i la Torre Llobeta;C;CARTELLA;2;50;;;;;;;01;4
08-2012-0166;Nou Barris;Vilapicina i la Torre Llobeta;C;CARTELLA;2;60;;;;;;;03;3
02-2012-1501;Eixample;Sant Antoni;C;CASANOVA;1;9;;;;;;;02;1
02-2013-1707;Eixample;Sant Antoni;C;CASANOVA;1;9;;;;;;;02;4
02-2013-1294;Eixample;Sant Antoni;C;CASANOVA;1;9;;;;;;;EN;2
02-2014-1459;Eixample;Sant Antoni;C;CASANOVA;1;11;;;;;;;EN;
02-2013-1162;Eixample;Sant Antoni;C;CASANOVA;2;12;;16;;;;I;05;2
02-2012-1943;Eixample;Sant Antoni;C;CASANOVA;1;27;;;;;;;EN;4
02-2012-0943;Eixample;Sant Antoni;C;CASANOVA;2;28;;;;;;;PR;
02-2010-1379;Eixample;Sant Antoni;C;CASANOVA;1;31;;;;;;;EN;2
02-2014-2013;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;48;;;;;;;03;2
02-2010-0800;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;48;;;;;;;05;2
02-2014-1032;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;62;;;;;;;01;2
02-2013-2463;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;63;B;;;;;;AT;A
02-2014-0123;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;66;;;;;;;AT;2
02-2013-0414;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;71;;;;;;;05;1
02-2014-1524;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;71;;;;;;;05;2
02-2014-1014;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;72;;;;;;;03;1
02-2014-0597;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;76;;;;;;;03;3
02-2012-0399;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;78;;;;;;;06;1
02-2014-0668;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;78;;;;;;;AT;4
02-2014-0033;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;01;A
02-2014-0035;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;01;B
02-2014-0037;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;02;A
02-2014-0038;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;02;B
02-2014-0039;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;03;A
02-2014-0040;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;03;B
02-2014-0041;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;04;A
02-2014-0042;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;04;B
02-2014-0043;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;05;A
02-2014-0044;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;87;;;;;;;05;B
02-2012-1747;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;01;1
02-2012-1743;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;01;2
02-2012-1744;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;02;1
02-2012-1746;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;02;2
02-2012-1729;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;03;1
02-2012-1989;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;03;2
02-2012-1728;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;04;1
02-2012-1727;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;04;2
02-2012-1726;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;05;1
02-2012-1725;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;05;2
02-2012-1722;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;06;1
02-2012-1724;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;06;2
02-2012-1721;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;AT;1
02-2012-1723;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;AT;2
02-2012-1742;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;BJ;
02-2012-1745;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;PR;1
02-2012-1752;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;96;;;;;;;PR;2
02-2013-0304;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;101;;;;;;;AT;1
02-2014-0696;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;115;;;;;;;PR;2
02-2014-1499;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;122;;;;;;;04;5
